5.000000	35.000000	25.000000
5.000000	35.000000	26.083609
5.000000	35.000000	27.164509
5.000000	35.000000	28.242705
5.000000	35.000000	29.318205
5.000000	35.000000	30.391016
5.000000	35.000000	31.461144
5.000000	35.000000	32.528596
0.000000	35.000000	33.593379
5.000000	35.000000	33.571890
0.000000	35.000000	34.634064
1.931706	35.000000	34.609973
0.000000	35.000000	35.004585
0.300129	35.000000	34.979567
0.000000	35.000000	35.019656
0.235572	35.000000	34.994600
0.000000	35.000000	35.020661
0.231299	35.000000	34.995603
0.000000	35.000000	35.020735
0.230984	35.000000	34.995677
0.000000	35.000000	35.020740
0.230962	35.000000	34.995682
0.000000	35.000000	35.020741
0.230960	35.000000	34.995683
0.000000	35.000000	35.020741
0.230959	35.000000	34.995683
0.000000	35.000000	35.020741
0.230959	35.000000	34.995683
0.000000	35.000000	35.020741
0.230959	35.000000	34.995683
0.000000	35.000000	35.020741
0.230959	35.000000	34.995683
0.000000	35.000000	35.020741
0.230959	35.000000	34.995683
0.000000	35.000000	35.020741
0.230959	35.000000	34.995683
0.000000	35.000000	35.020741
0.230959	35.000000	34.995683
0.000000	35.000000	35.020741
0.230959	35.000000	34.995683
0.000000	35.000000	35.020741
5.000000	50.000000	34.995683
5.000000	50.000000	36.054296
5.000000	50.000000	37.110262
5.000000	50.000000	38.163588
5.000000	50.000000	39.214280
5.000000	50.000000	40.262344
5.000000	50.000000	41.307787
5.000000	50.000000	42.350617
5.000000	50.000000	43.390838
5.000000	50.000000	44.428458
5.000000	50.000000	45.463484
5.000000	50.000000	46.495921
5.000000	50.000000	47.525776
0.000000	50.000000	48.553056
5.000000	50.000000	48.494159
0.000000	50.000000	49.519017
2.996200	50.000000	49.457704
0.000000	50.000000	50.045886
0.599374	50.000000	49.983255
0.000000	50.000000	50.050678
0.578790	50.000000	49.988035
0.000000	50.000000	50.050985
0.577473	50.000000	49.988342
0.000000	50.000000	50.051006
0.577385	50.000000	49.988362
0.000000	50.000000	50.051007
0.577379	50.000000	49.988363
0.000000	50.000000	50.051007
0.577379	50.000000	49.988363
0.000000	50.000000	50.051007
0.577379	50.000000	49.988363
0.000000	50.000000	50.051007
0.577379	50.000000	49.988363
0.000000	50.000000	50.051007
0.577379	50.000000	49.988363
0.000000	50.000000	50.051007
0.577379	50.000000	49.988363
0.000000	50.000000	50.051007
0.577379	50.000000	49.988363
0.000000	50.000000	50.051007
5.000000	65.000000	49.988363
5.000000	65.000000	51.009485
5.000000	65.000000	52.028053
5.000000	65.000000	53.044074
5.000000	65.000000	54.057553
5.000000	65.000000	55.068497
5.000000	65.000000	56.076912
5.000000	65.000000	57.082802
5.000000	65.000000	58.086172
5.000000	65.000000	59.087025
5.000000	65.000000	60.085364
5.000000	65.000000	61.081186
5.000000	65.000000	62.074484
2.815808	65.000000	63.065244
3.290988	65.000000	63.580176
0.000000	65.000000	64.196735
5.000000	65.000000	64.098718
0.000000	65.000000	65.084174
0.907434	65.000000	64.983937
0.000000	65.000000	65.080505
0.923267	65.000000	64.980278
0.000000	65.000000	65.080284
0.924222	65.000000	64.980057
0.000000	65.000000	65.080271
0.924278	65.000000	64.980045
0.000000	65.000000	65.080270
0.924281	65.000000	64.980044
0.000000	65.000000	65.080270
0.924281	65.000000	64.980044
0.000000	65.000000	65.080270
0.924281	65.000000	64.980044
0.000000	65.000000	65.080270
0.924281	65.000000	64.980044
0.000000	65.000000	65.080270
0.924281	65.000000	64.980044
0.000000	65.000000	65.080270
0.924281	65.000000	64.980044
0.000000	65.000000	65.080270
0.924281	65.000000	64.980044
0.000000	65.000000	65.080270
5.000000	80.000000	64.980044
5.000000	80.000000	65.963084
5.000000	80.000000	66.943290
5.000000	80.000000	67.920433
5.000000	80.000000	68.894138
5.000000	80.000000	69.863800
5.000000	80.000000	70.828442
5.000000	80.000000	71.786514
5.000000	80.000000	72.735578
5.000000	80.000000	73.671887
5.000000	80.000000	74.589854
5.000000	80.000000	75.481542
5.000000	80.000000	76.336453
5.000000	80.000000	77.142120
5.000000	80.000000	77.885918
1.792928	80.000000	78.557842
5.000000	80.000000	78.685358
0.000000	80.000000	79.264838
5.000000	80.000000	79.129141
0.000000	80.000000	79.651718
3.369132	80.000000	79.515054
0.000000	80.000000	79.787859
2.719959	80.000000	79.650854
0.000000	80.000000	79.834590
2.505242	80.000000	79.697469
0.000000	80.000000	79.852653
2.423195	80.000000	79.715486
0.000000	80.000000	79.859887
2.390473	80.000000	79.722702
0.000000	80.000000	79.862823
2.377216	80.000000	79.725630
0.000000	80.000000	79.864020
2.371814	80.000000	79.726825
0.000000	80.000000	79.864509
2.369606	80.000000	79.727313
0.000000	80.000000	79.864710
2.368703	80.000000	79.727513
0.000000	80.000000	79.864792
2.368333	80.000000	79.727594
0.000000	80.000000	79.864825
2.368182	80.000000	79.727628
0.000000	80.000000	79.864839
2.368120	80.000000	79.727641
0.000000	80.000000	79.864844
2.368095	80.000000	79.727647
0.000000	80.000000	79.864847
2.368085	80.000000	79.727649
0.000000	80.000000	79.864848
2.368080	80.000000	79.727650
0.000000	80.000000	79.864848
2.368078	80.000000	79.727651
0.000000	80.000000	79.864848
2.368078	80.000000	79.727651
0.000000	80.000000	79.864848
2.368077	80.000000	79.727651
0.000000	80.000000	79.864848
2.368077	80.000000	79.727651
0.000000	80.000000	79.864848
